feature_id,version,release_date,feature_name,category,group_id,subgroup_id,engineer_id,models,hardware,description,dev_start_date,feature_complete_date,release_complete_date,lifecycle_status,hw_requirement
F0160,2023.20.6,"June 23, 2023",Windshield Wiper Control,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-05-02,2023-06-15,2023-06-23,released,"HW3,HW4"
F0161,2023.20.6,"June 23, 2023",Phone Key,Undocumented Change,6,602,E06,,"HW3,HW4",,2023-05-09,2023-06-13,2023-06-23,released,"HW3,HW4"
F0162,2023.20.6,"June 23, 2023",New Data Sharing Policy,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-05-09,2023-06-14,2023-06-23,released,"HW3,HW4"
F0163,2023.20.6,"June 23, 2023",Navigation Improvements,Undocumented Change,4,403,E05,,"HW3,HW4",,2023-05-03,2023-06-13,2023-06-23,released,"HW3,HW4"
F0164,2023.20.6,"June 23, 2023",Set PIN to Drive,Undocumented Change,2,201,E07,,"HW3,HW4",,2023-04-30,2023-06-11,2023-06-23,released,"HW3,HW4"
F0165,2023.20.6,"June 23, 2023",View All Cameras,Undocumented Change,7,703,E08,,"HW3,HW4",,2023-04-30,2023-06-14,2023-06-23,released,"HW3,HW4"
F0166,2023.20.6,"June 23, 2023",Current Trip Odometer,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-05-03,2023-06-16,2023-06-23,released,"HW3,HW4"
F0167,2023.20.6,"June 23, 2023",Passenger Climate Temperature,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-05-06,2023-06-13,2023-06-23,released,"HW3,HW4"
F0168,2023.26,"July 1, 2023",Blind Spot Camera,New Feature,2,203,E03,,"HW3,HW4",,2023-05-19,2023-06-20,2023-07-01,released,"HW3,HW4"
F0169,2023.26,"July 1, 2023",Customize the Scroll Wheel,New Feature,3,302,E04,,"HW3,HW4",,2023-05-08,2023-06-24,2023-07-01,released,"HW3,HW4"
F0170,2023.26,"July 1, 2023",Destination Closing Soon,New Feature,3,302,E04,,"HW3,HW4",,2023-05-10,2023-06-19,2023-07-01,released,"HW3,HW4"
F0171,2023.26,"July 1, 2023",Spotify Refresh,New Feature,5,501,E10,,"HW3,HW4",,2023-05-20,2023-06-18,2023-07-01,released,"HW3,HW4"
F0172,2023.26,"July 1, 2023",Bluetooth Game Controllers,New Feature,6,602,E06,,"HW3,HW4",,2023-05-14,2023-06-19,2023-07-01,released,"HW3,HW4"
F0173,2023.26,"July 1, 2023",Warmer Display Colors,New Feature,7,701,E08,,"HW3,HW4",,2023-05-09,2023-06-22,2023-07-01,released,"HW3,HW4"
F0174,2023.26,"July 1, 2023",Automatic Headlights,New Feature,7,701,E08,,"HW3,HW4",,2023-05-09,2023-06-20,2023-07-01,released,"HW3,HW4"
F0175,2023.26,"July 1, 2023",Charge On Solar,New Feature,4,402,E05,,"HW3,HW4",,2023-05-13,2023-06-18,2023-07-01,released,"HW3,HW4"
F0176,2023.26,"July 1, 2023",Camera View on Tesla App,New Feature,7,703,E08,,"HW3,HW4",,2023-05-15,2023-06-21,2023-07-01,released,"HW3,HW4"
F0177,2023.26,"July 1, 2023",Vampire Survivors Game,New Feature,5,502,E10,,"HW3,HW4",,2023-05-06,2023-06-17,2023-07-01,released,"HW3,HW4"
F0178,2023.26,"July 1, 2023",Other Updates,New Feature,3,302,E04,,"HW3,HW4",,2023-05-11,2023-06-18,2023-07-01,released,"HW3,HW4"
F0179,2023.26,"July 1, 2023",Improved Phone Calls,Undocumented Change,6,602,E06,,"HW3,HW4",,2023-05-13,2023-06-19,2023-07-01,released,"HW3,HW4"
F0180,2023.26,"July 1, 2023",Service Mode Improvements,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-05-17,2023-06-19,2023-07-01,released,"HW3,HW4"
F0181,2023.26,"July 1, 2023",Supercharging Details,Undocumented Change,4,401,E05,,"HW3,HW4",,2023-05-16,2023-06-20,2023-07-01,released,"HW3,HW4"
F0182,2023.26,"July 1, 2023",Automatic Navigation Improvements,Undocumented Change,4,403,E05,,"HW3,HW4",,2023-05-12,2023-06-21,2023-07-01,released,"HW3,HW4"
F0183,2023.26,"July 1, 2023",Updated Apps Badge,Undocumented Change,3,303,E09,,"HW3,HW4",,2023-05-09,2023-06-18,2023-07-01,released,"HW3,HW4"
F0184,2023.26,"July 1, 2023",Daily Charge Limit,Undocumented Change,4,402,E05,,"HW3,HW4",,2023-05-09,2023-06-17,2023-07-01,released,"HW3,HW4"
F0185,2023.26,"July 1, 2023",Updated Manual App,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-05-08,2023-06-24,2023-07-01,released,"HW3,HW4"
F0186,2023.26.10,"August 23, 2023",Cabin Camera,New Feature,2,201,E07,,"HW3,HW4",,2023-07-09,2023-08-10,2023-08-23,released,"HW3,HW4"
F0187,2023.26.10,"August 23, 2023",Full Self-Driving (Beta),New Feature,1,104,E02,,"HW3,HW4",,2023-07-02,2023-08-11,2023-08-23,released,"HW3,HW4"
F0188,2023.26.10,"August 23, 2023",FSD Beta v11.4.4,New Feature,1,104,E01,,"HW3,HW4",,2023-07-06,2023-08-11,2023-08-23,released,"HW3,HW4"
F0189,2023.26.10,"August 23, 2023",Driving Visualization Improvements,New Feature,3,302,E04,,"HW3,HW4",,2023-07-08,2023-08-12,2023-08-23,released,"HW3,HW4"
F0190,2023.26.10,"August 23, 2023",Full Self-Driving (Beta) Suspension,New Feature,1,104,E02,,"HW3,HW4",,2023-07-11,2023-08-13,2023-08-23,released,"HW3,HW4"
F0191,2023.26.10,"August 23, 2023",Blind Spot Camera,New Feature,2,203,E03,,"HW3,HW4",,2023-07-01,2023-08-14,2023-08-23,released,"HW3,HW4"
F0192,2023.26.10,"August 23, 2023",Customize the Scroll Wheel,New Feature,3,302,E04,,"HW3,HW4",,2023-07-01,2023-08-09,2023-08-23,released,"HW3,HW4"
F0193,2023.26.10,"August 23, 2023",Destination Closing Soon,New Feature,3,302,E04,,"HW3,HW4",,2023-07-11,2023-08-13,2023-08-23,released,"HW3,HW4"
F0194,2023.26.10,"August 23, 2023",Spotify Refresh,New Feature,5,501,E10,,"HW3,HW4",,2023-07-07,2023-08-14,2023-08-23,released,"HW3,HW4"
F0195,2023.26.10,"August 23, 2023",Bluetooth Game Controllers,New Feature,6,602,E06,,"HW3,HW4",,2023-07-01,2023-08-14,2023-08-23,released,"HW3,HW4"
F0196,2023.26.10,"August 23, 2023",Warmer Display Colors,New Feature,7,701,E08,,"HW3,HW4",,2023-07-12,2023-08-12,2023-08-23,released,"HW3,HW4"
F0197,2023.26.10,"August 23, 2023",Automatic Headlights,New Feature,7,701,E08,,"HW3,HW4",,2023-07-11,2023-08-16,2023-08-23,released,"HW3,HW4"
F0198,2023.26.10,"August 23, 2023",Charge On Solar,New Feature,4,402,E05,,"HW3,HW4",,2023-07-05,2023-08-09,2023-08-23,released,"HW3,HW4"
F0199,2023.26.10,"August 23, 2023",Camera View on Tesla App,New Feature,7,703,E08,,"HW3,HW4",,2023-07-10,2023-08-16,2023-08-23,released,"HW3,HW4"
F0200,2023.26.10,"August 23, 2023",Vampire Survivors Game,New Feature,5,502,E10,,"HW3,HW4",,2023-07-11,2023-08-15,2023-08-23,released,"HW3,HW4"
F0201,2023.26.10,"August 23, 2023",Other Updates,New Feature,3,302,E04,,"HW3,HW4",,2023-07-11,2023-08-16,2023-08-23,released,"HW3,HW4"
F0202,2023.26.10,"August 23, 2023",Improved Phone Calls,Undocumented Change,6,602,E06,,"HW3,HW4",,2023-06-30,2023-08-12,2023-08-23,released,"HW3,HW4"
F0203,2023.26.10,"August 23, 2023",Service Mode Improvements,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-07-11,2023-08-10,2023-08-23,released,"HW3,HW4"
F0204,2023.26.10,"August 23, 2023",Supercharging Details,Undocumented Change,4,401,E05,,"HW3,HW4",,2023-06-30,2023-08-10,2023-08-23,released,"HW3,HW4"
F0205,2023.26.10,"August 23, 2023",Automatic Navigation Improvements,Undocumented Change,4,403,E05,,"HW3,HW4",,2023-07-08,2023-08-10,2023-08-23,released,"HW3,HW4"
F0206,2023.26.10,"August 23, 2023",Updated Apps Badge,Undocumented Change,3,303,E09,,"HW3,HW4",,2023-07-03,2023-08-15,2023-08-23,released,"HW3,HW4"
F0207,2023.26.10,"August 23, 2023",Daily Charge Limit,Undocumented Change,4,402,E05,,"HW3,HW4",,2023-07-08,2023-08-15,2023-08-23,released,"HW3,HW4"
F0208,2023.26.10,"August 23, 2023",Updated Manual App,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-07-10,2023-08-15,2023-08-23,released,"HW3,HW4"
F0209,2023.31.600,"October 27, 2023",Drowsiness Warning,Undocumented Change,2,201,E07,,"HW3,HW4",,2023-09-09,2023-10-13,2023-10-27,released,"HW3,HW4"
F0210,2023.31.600,"October 27, 2023",Minor Fixes,New Feature,3,302,E04,,"HW3,HW4",,2023-09-11,2023-10-20,2023-10-27,released,"HW3,HW4"
F0211,2023.32,"August 27, 2023",Detailed Intersection View,New Feature,3,302,E04,,"HW3,HW4",,2023-07-05,2023-08-16,2023-08-27,released,"HW3,HW4"
F0212,2023.32,"August 27, 2023",Hebrew Language Added,New Feature,6,601,E06,,"HW3,HW4",,2023-07-06,2023-08-17,2023-08-27,released,"HW3,HW4"
F0213,2023.32,"August 27, 2023",Improved Autopilot Visualizations,Undocumented Change,1,102,E01,,"HW3,HW4",,2023-07-10,2023-08-19,2023-08-27,released,"HW3,HW4"
F0214,2023.32,"August 27, 2023",Improved Reverse Camera View,Undocumented Change,7,703,E08,,"HW3,HW4",,2023-07-06,2023-08-18,2023-08-27,released,"HW3,HW4"
F0215,2023.32,"August 27, 2023",Service Mode Release Notes,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-07-15,2023-08-20,2023-08-27,released,"HW3,HW4"
F0216,2023.32,"August 27, 2023",Improved Camera Clarity,Undocumented Change,7,703,E08,,"HW3,HW4",,2023-07-07,2023-08-16,2023-08-27,released,"HW3,HW4"
F0217,2023.32,"August 27, 2023",Service Mode ECU Status,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-07-09,2023-08-16,2023-08-27,released,"HW3,HW4"
F0218,2023.32,"August 27, 2023",Volume Indicator,Undocumented Change,5,501,E10,,"HW3,HW4",,2023-07-08,2023-08-13,2023-08-27,released,"HW3,HW4"
F0219,2023.32.4,"September 11, 2023",Detailed Intersection View,New Feature,3,302,E04,,"HW3,HW4",,2023-07-22,2023-09-04,2023-09-11,released,"HW3,HW4"
F0220,2023.32.4,"September 11, 2023",Hebrew Language Added,New Feature,6,601,E06,,"HW3,HW4",,2023-07-22,2023-08-31,2023-09-11,released,"HW3,HW4"
F0221,2023.32.4,"September 11, 2023",FSD Beta v11.4.4,New Feature,1,104,E02,,"HW3,HW4",,2023-07-28,2023-09-04,2023-09-11,released,"HW3,HW4"
F0222,2023.32.4,"September 11, 2023",Improved Autopilot Visualizations,Undocumented Change,1,102,E01,,"HW3,HW4",,2023-07-19,2023-09-02,2023-09-11,released,"HW3,HW4"
F0223,2023.32.4,"September 11, 2023",Improved Reverse Camera View,Undocumented Change,7,703,E08,,"HW3,HW4",,2023-07-17,2023-08-31,2023-09-11,released,"HW3,HW4"
F0224,2023.32.4,"September 11, 2023",Service Mode Release Notes,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-07-21,2023-08-28,2023-09-11,released,"HW3,HW4"
F0225,2023.32.4,"September 11, 2023",Improved Camera Clarity,Undocumented Change,7,703,E08,,"HW3,HW4",,2023-07-26,2023-08-29,2023-09-11,released,"HW3,HW4"
F0226,2023.32.4,"September 11, 2023",Service Mode ECU Status,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-07-21,2023-09-03,2023-09-11,released,"HW3,HW4"
F0227,2023.32.4,"September 11, 2023",Volume Indicator,Undocumented Change,5,501,E10,,"HW3,HW4",,2023-07-25,2023-08-28,2023-09-11,released,"HW3,HW4"
F0228,2023.38,"October 3, 2023",Faster Hazard Lights After a Crash,New Feature,2,203,E03,,"HW3,HW4",,2023-08-09,2023-09-26,2023-10-03,released,"HW3,HW4"
F0229,2023.38,"October 3, 2023",Predictive Charger Availability,New Feature,3,302,E04,,"HW3,HW4",,2023-08-17,2023-09-22,2023-10-03,released,"HW3,HW4"
F0230,2023.38,"October 3, 2023",Multiplayer Vampire Survivors,New Feature,5,502,E10,,"HW3,HW4",,2023-08-10,2023-09-20,2023-10-03,released,"HW3,HW4"
F0231,2023.38,"October 3, 2023",Location Sharing,New Feature,6,602,E06,,"HW3,HW4",,2023-08-12,2023-09-19,2023-10-03,released,"HW3,HW4"
F0232,2023.38,"October 3, 2023",Windows During Update,New Feature,3,302,E04,,"HW3,HW4",,2023-08-19,2023-09-21,2023-10-03,released,"HW3,HW4"
F0233,2023.38,"October 3, 2023",Improvements to Service Mode,New Feature,3,302,E04,,"HW3,HW4",,2023-08-12,2023-09-19,2023-10-03,released,"HW3,HW4"
F0234,2023.38,"October 3, 2023",New Privacy Options,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-08-18,2023-09-24,2023-10-03,released,"HW3,HW4"
F0235,2023.38.8,"November 12, 2023",Rear Passenger Headphones,New Feature,3,302,E04,,"HW3,HW4",,2023-09-17,2023-10-29,2023-11-12,released,"HW3,HW4"
F0236,2023.38.8,"November 12, 2023",Faster Hazard Lights After a Crash,New Feature,2,203,E07,,"HW3,HW4",,2023-09-21,2023-11-02,2023-11-12,released,"HW3,HW4"
F0237,2023.38.8,"November 12, 2023",Predictive Charger Availability,New Feature,3,302,E04,,"HW3,HW4",,2023-09-23,2023-11-05,2023-11-12,released,"HW3,HW4"
F0238,2023.38.8,"November 12, 2023",Multiplayer Vampire Survivors,New Feature,5,502,E10,,"HW3,HW4",,2023-09-30,2023-11-02,2023-11-12,released,"HW3,HW4"
F0239,2023.38.8,"November 12, 2023",Location Sharing,New Feature,6,602,E06,,"HW3,HW4",,2023-09-30,2023-11-03,2023-11-12,released,"HW3,HW4"
F0240,2023.38.8,"November 12, 2023",Windows During Update,New Feature,3,302,E04,,"HW3,HW4",,2023-09-23,2023-11-01,2023-11-12,released,"HW3,HW4"
F0241,2023.38.8,"November 12, 2023",Improvements to Service Mode,New Feature,3,302,E04,,"HW3,HW4",,2023-09-24,2023-11-02,2023-11-12,released,"HW3,HW4"
F0242,2023.38.8,"November 12, 2023",Single-Tap Autopilot Activation,Undocumented Change,1,102,E02,,"HW3,HW4",,2023-09-25,2023-11-02,2023-11-12,released,"HW3,HW4"
F0243,2023.38.8,"November 12, 2023",New Privacy Options,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-09-18,2023-11-04,2023-11-12,released,"HW3,HW4"
F0244,2023.44,"November 17, 2023",Single Pull to Start Autopilot,New Feature,1,102,E01,,"HW3,HW4",,2023-10-01,2023-11-06,2023-11-17,released,"HW3,HW4"
F0245,2023.44,"November 17, 2023",Speed Assist,New Feature,1,101,E02,,"HW3,HW4",,2023-09-25,2023-11-06,2023-11-17,released,"HW3,HW4"
F0246,2023.44,"November 17, 2023",Destination Charging Availability,New Feature,4,401,E05,,"HW3,HW4",,2023-09-23,2023-11-08,2023-11-17,released,"HW3,HW4"
F0247,2023.44,"November 17, 2023",Radio Favorites,Undocumented Change,5,501,E10,,"HW3,HW4",,2023-10-01,2023-11-05,2023-11-17,released,"HW3,HW4"
F0248,2023.44,"November 17, 2023",Messages App,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-09-29,2023-11-05,2023-11-17,released,"HW3,HW4"
F0249,2023.44,"November 17, 2023",Calendar App,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-09-27,2023-11-04,2023-11-17,released,"HW3,HW4"
F0250,2023.44,"November 17, 2023",All Apps Menu,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-10-06,2023-11-05,2023-11-17,released,"HW3,HW4"
F0251,2023.44,"November 17, 2023",Service Mode Improvements,New Feature,3,302,E04,,"HW3,HW4",,2023-09-30,2023-11-08,2023-11-17,released,"HW3,HW4"
F0252,2023.44.25,"December 6, 2023",Over-the-Air (OTA) Recall,New Feature,3,302,E04,,"HW3,HW4",,2023-10-23,2023-11-24,2023-12-06,released,"HW3,HW4"
F0253,2023.44.25,"December 6, 2023",Autopilot Suspension,New Feature,1,102,E01,,"HW3,HW4",,2023-10-24,2023-11-22,2023-12-06,released,"HW3,HW4"
F0254,2023.44.25,"December 6, 2023",FSD Beta 11.4.9,New Feature,1,104,E02,,"HW3,HW4",,2023-10-19,2023-11-27,2023-12-06,released,"HW3,HW4"
F0255,2023.44.25,"December 6, 2023",Cabin Camera,New Feature,2,201,E03,,"HW3,HW4",,2023-10-13,2023-11-25,2023-12-06,released,"HW3,HW4"
F0256,2023.44.25,"December 6, 2023",Alternate Routes While Driving,New Feature,4,403,E05,,"HW3,HW4",,2023-10-15,2023-11-28,2023-12-06,released,"HW3,HW4"
F0257,2023.44.25,"December 6, 2023",Custom Lock Sounds,New Feature,3,302,E04,,"HW3,HW4",,2023-10-20,2023-11-22,2023-12-06,released,"HW3,HW4"
F0258,2023.44.25,"December 6, 2023",Park Assist Upgrade,New Feature,1,103,E01,,"HW3,HW4",,2023-10-16,2023-11-28,2023-12-06,released,"HW3,HW4"
F0259,2023.44.25,"December 6, 2023",Castle Doombad Game,New Feature,5,502,E10,,"HW3,HW4",,2023-10-22,2023-11-28,2023-12-06,released,"HW3,HW4"
F0260,2023.44.25,"December 6, 2023",Play Games on Rear Screen,New Feature,5,502,E10,,"HW3,HW4",,2023-10-13,2023-11-28,2023-12-06,released,"HW3,HW4"
F0261,2023.44.25,"December 6, 2023",Apple Podcasts,New Feature,5,501,E10,,"HW3,HW4",,2023-10-14,2023-11-25,2023-12-06,released,"HW3,HW4"
F0262,2023.44.25,"December 6, 2023",Rear Passenger Headphones,New Feature,3,302,E04,,"HW3,HW4",,2023-10-20,2023-11-29,2023-12-06,released,"HW3,HW4"
F0263,2023.44.25,"December 6, 2023",Tesla Arcade Updates,New Feature,5,502,E10,,"HW3,HW4",,2023-10-20,2023-11-23,2023-12-06,released,"HW3,HW4"
F0264,2023.44.25,"December 6, 2023",Automatic 911 Calls,New Feature,2,203,E07,,"HW3,HW4",,2023-10-17,2023-11-23,2023-12-06,released,"HW3,HW4"
F0265,2023.44.25,"December 6, 2023",Speed Cameras on Your Route,New Feature,1,101,E02,,"HW3,HW4",,2023-10-23,2023-11-27,2023-12-06,released,"HW3,HW4"
F0266,2023.44.25,"December 6, 2023",Trip Planner on Mobile App,New Feature,4,402,E05,,"HW3,HW4",,2023-10-16,2023-11-26,2023-12-06,released,"HW3,HW4"
F0267,2023.44.25,"December 6, 2023",More Cameras in Live Camera View,New Feature,7,703,E08,,"HW3,HW4",,2023-10-22,2023-11-22,2023-12-06,released,"HW3,HW4"
F0268,2023.44.25,"December 6, 2023",Automatic Blind Spot Camera,New Feature,2,203,E03,,"HW3,HW4",,2023-10-18,2023-11-25,2023-12-06,released,"HW3,HW4"
F0269,2023.44.25,"December 6, 2023",Light Show,New Feature,5,502,E10,,"HW3,HW4",,2023-10-11,2023-11-25,2023-12-06,released,"HW3,HW4"
F0270,2023.44.25,"December 6, 2023",Minor Updates,New Feature,3,302,E04,,"HW3,HW4",,2023-10-24,2023-11-22,2023-12-06,released,"HW3,HW4"
F0271,2023.44.25,"December 6, 2023",Cabin Camera,New Feature,2,201,E07,,"HW3,HW4",,2023-10-15,2023-11-23,2023-12-06,released,"HW3,HW4"
F0272,2023.44.25,"December 6, 2023",Improved Transition to Cellular,Undocumented Change,6,602,E06,,"HW3,HW4",,2023-10-12,2023-11-25,2023-12-06,released,"HW3,HW4"
F0273,2023.44.25,"December 6, 2023",Improved Reverse Functions,Undocumented Change,7,703,E08,,"HW3,HW4",,2023-10-12,2023-11-22,2023-12-06,released,"HW3,HW4"
F0274,2023.44.25,"December 6, 2023",View Supercharger Amenities on Map,Undocumented Change,4,401,E05,,"HW3,HW4",,2023-10-19,2023-11-24,2023-12-06,released,"HW3,HW4"
F0275,2023.44.25,"December 6, 2023",Autopilot / FSD Beta Strike Reset,Undocumented Change,1,104,E01,,"HW3,HW4",,2023-10-14,2023-11-25,2023-12-06,released,"HW3,HW4"
F0276,2023.44.25,"December 6, 2023",Cabin Camera Privacy,Undocumented Change,2,201,E03,,"HW3,HW4",,2023-10-21,2023-11-29,2023-12-06,released,"HW3,HW4"
F0277,2023.44.25,"December 6, 2023",Dashcam,Undocumented Change,7,703,E08,,"HW3,HW4",,2023-10-11,2023-11-22,2023-12-06,released,"HW3,HW4"
F0278,2023.44.25,"December 6, 2023",Automatic Wipers,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-10-16,2023-11-24,2023-12-06,released,"HW3,HW4"
F0279,2023.44.25,"December 6, 2023",Dashcam Viewer Improvements,Undocumented Change,7,703,E08,,"HW3,HW4",,2023-10-16,2023-11-25,2023-12-06,released,"HW3,HW4"
F0280,2023.44.25,"December 6, 2023",Tesla Theater Improvements,Undocumented Change,5,502,E10,,"HW3,HW4",,2023-10-11,2023-11-29,2023-12-06,released,"HW3,HW4"
F0281,2023.44.25,"December 6, 2023",Automatic Emergency Braking,Undocumented Change,2,203,E07,,"HW3,HW4",,2023-10-25,2023-11-24,2023-12-06,released,"HW3,HW4"
F0282,2023.44.25,"December 6, 2023",Turn Off Automatic 911 Call,Undocumented Change,2,203,E03,,"HW3,HW4",,2023-10-11,2023-11-25,2023-12-06,released,"HW3,HW4"
F0283,2023.44.30.10,"December 24, 2023",FSD Beta v12.1,New Feature,1,104,E02,,"HW3,HW4",,2023-11-10,2023-12-14,2023-12-24,released,"HW3,HW4"
F0284,2023.44.30.11,"January 12, 2024",FSD Beta v12.1.1,New Feature,1,104,E01,,"HW3,HW4",,2023-11-23,2024-01-01,2024-01-12,released,"HW3,HW4"
F0285,2023.44.30.12,"January 21, 2024",FSD Beta v12.1.2,New Feature,1,104,E02,,"HW3,HW4",,2023-11-26,2024-01-07,2024-01-21,released,"HW3,HW4"
F0286,2023.44.30.12,"January 21, 2024",Automatic Speed Offset,Undocumented Change,1,101,E01,,"HW3,HW4",,2023-11-28,2024-01-13,2024-01-21,released,"HW3,HW4"
F0287,2023.44.30.15,"February 9, 2024",FSD Beta v12.2,New Feature,1,104,E02,,"HW3,HW4",,2023-12-27,2024-01-30,2024-02-09,released,"HW3,HW4"
F0288,2023.44.30.15,"February 9, 2024",Over-the-Air Recall: Telltale Text Size,New Feature,2,203,E07,,"HW3,HW4",,2023-12-28,2024-01-27,2024-02-09,released,"HW3,HW4"
F0289,2023.44.30.15,"February 9, 2024",Automatic Speed Offset,Undocumented Change,1,101,E01,,"HW3,HW4",,2023-12-21,2024-02-01,2024-02-09,released,"HW3,HW4"
F0290,2023.44.30.20,"February 18, 2024",FSD Beta v12.2.1,New Feature,1,104,E02,,"HW3,HW4",,2023-12-28,2024-02-07,2024-02-18,released,"HW3,HW4"
F0291,2023.44.30.20,"February 18, 2024",Over-the-Air Recall: Telltale Text Size,New Feature,2,203,E03,,"HW3,HW4",,2023-12-25,2024-02-06,2024-02-18,released,"HW3,HW4"
F0292,2023.44.30.20,"February 18, 2024",Removal of TACC with FSD Beta,Undocumented Change,1,104,E01,,"HW3,HW4",,2023-12-31,2024-02-11,2024-02-18,released,"HW3,HW4"
F0293,2023.44.30.20,"February 18, 2024",U-Turns,Undocumented Change,4,403,E05,,"HW3,HW4",,2023-12-24,2024-02-08,2024-02-18,released,"HW3,HW4"
F0294,2023.44.30.20,"February 18, 2024",Automatic Speed Offset,Undocumented Change,1,101,E02,,"HW3,HW4",,2023-12-24,2024-02-07,2024-02-18,released,"HW3,HW4"
F0295,2023.44.30.25,"March 12, 2024",FSD Beta v12.3,New Feature,1,104,E01,,"HW3,HW4",,2024-01-28,2024-03-05,2024-03-12,released,"HW3,HW4"
F0296,2023.44.30.25,"March 12, 2024",Removal of TACC with FSD Beta,Undocumented Change,1,104,E02,,"HW3,HW4",,2024-01-23,2024-03-04,2024-03-12,released,"HW3,HW4"
F0297,2023.44.30.25,"March 12, 2024",U-Turns,Undocumented Change,4,403,E05,,"HW3,HW4",,2024-01-16,2024-03-03,2024-03-12,released,"HW3,HW4"
F0298,2023.44.30.25,"March 12, 2024",Automatic Speed Offset,Undocumented Change,1,101,E01,,"HW3,HW4",,2024-01-25,2024-02-28,2024-03-12,released,"HW3,HW4"
F0299,2023.44.30.30,"March 24, 2024",FSD Beta v12.3.1,New Feature,1,104,E02,,"HW3,HW4",,2024-01-28,2024-03-11,2024-03-24,released,"HW3,HW4"
F0300,2023.44.30.30,"March 24, 2024",Single Pull in FSD Beta,Undocumented Change,1,104,E01,,"HW3,HW4",,2024-02-02,2024-03-11,2024-03-24,released,"HW3,HW4"
F0301,2023.44.30.30,"March 24, 2024",Removal of TACC with FSD Beta,Undocumented Change,1,104,E02,,"HW3,HW4",,2024-01-31,2024-03-12,2024-03-24,released,"HW3,HW4"
F0302,2023.44.30.30,"March 24, 2024",U-Turns,Undocumented Change,4,403,E05,,"HW3,HW4",,2024-02-04,2024-03-14,2024-03-24,released,"HW3,HW4"
F0303,2023.44.30.30,"March 24, 2024",Automatic Speed Offset,Undocumented Change,1,101,E01,,"HW3,HW4",,2024-02-01,2024-03-12,2024-03-24,released,"HW3,HW4"
F0304,2023.6.1,"March 3, 2023",Steering Wheel Heat,New Feature,3,302,E04,,"HW3,HW4",,2023-01-20,2023-02-18,2023-03-03,released,"HW3,HW4"
F0305,2023.6.1,"March 3, 2023",New Language Support,New Feature,6,601,E06,,"HW3,HW4",,2023-01-19,2023-02-17,2023-03-03,released,"HW3,HW4"
F0306,2023.6.1,"March 3, 2023",Dog Mode,New Feature,2,202,E07,,"HW3,HW4",,2023-01-10,2023-02-24,2023-03-03,released,"HW3,HW4"
F0307,2023.6.1,"March 3, 2023",Sentry Mode Live Camera Access,New Feature,2,201,E03,,"HW3,HW4",,2023-01-17,2023-02-22,2023-03-03,released,"HW3,HW4"
F0308,2023.6.1,"March 3, 2023",Trip Planner,New Feature,4,402,E05,,"HW3,HW4",,2023-01-19,2023-02-21,2023-03-03,released,"HW3,HW4"
F0309,2023.6.1,"March 3, 2023",Zoom Meetings,New Feature,6,602,E06,,"HW3,HW4",,2023-01-07,2023-02-21,2023-03-03,released,"HW3,HW4"
F0310,2023.6.1,"March 3, 2023",Apple Music,New Feature,5,501,E10,,"HW3,HW4",,2023-01-08,2023-02-24,2023-03-03,released,"HW3,HW4"
F0311,2023.6.1,"March 3, 2023",App Displays the Vehicle's Route,Undocumented Change,6,602,E06,,"HW3,HW4",,2023-01-18,2023-02-20,2023-03-03,released,"HW3,HW4"
F0312,2023.6.1,"March 3, 2023",Manual App,Undocumented Change,3,302,E04,,"HW3,HW4",,2023-01-10,2023-02-24,2023-03-03,released,"HW3,HW4"
F0313,2023.6.1,"March 3, 2023",Reverse Camera,Undocumented Change,7,703,E08,,"HW3,HW4",,2023-01-15,2023-02-21,2023-03-03,released,"HW3,HW4"
